[229, 'incorrect_active_threads', '00000001', 1710, 'fetch.current_mask_out']
[6769, 'incorrect_active_warp', '10', 71490, 'fetch.warp_id_out']
[6770, 'incorrect_active_warp', '10', 71490, 'fetch.warp_id_out']
[6771, 'incorrect_active_threads', 'b0651098', 71490, 'fetch.current_mask_out']
[6771, 'incorrect_active_warp', '18', 71490, 'fetch.warp_id_out']
[6782, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6782, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6783, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6783, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6784, 'incorrect_active_warp', '1e', 71490, 'fetch.warp_id_out']
[6788, 'incorrect_active_threads', '2e413611', 71490, 'fetch.current_mask_out']
[6788, 'incorrect_active_warp', '10', 71490, 'fetch.warp_id_out']
[6789, 'incorrect_active_threads', 'd163464e', 71490, 'fetch.current_mask_out']
[6789, 'incorrect_active_warp', '15', 71490, 'fetch.warp_id_out']
[6859, 'incorrect_active_threads', '2e9cb9b1', 71490, 'fetch.current_mask_out']
[6859, 'incorrect_active_warp', '0a', 71490, 'fetch.warp_id_out']
[6869, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6869, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6870, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6870, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6871, 'incorrect_active_warp', '1e', 71490, 'fetch.warp_id_out']
[6881, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6881, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6890, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6890, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6891, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6891, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6892, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6892, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6893, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6893, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6894, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6894, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6928, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6928, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6929, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6929, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6936, 'incorrect_active_threads', 'ffffffff', 71490, 'fetch.current_mask_out']
[6936, 'incorrect_active_warp', '1f', 71490, 'fetch.warp_id_out']
[6996, 'incorrect_active_warp', '1f', 71496, 'fetch.warp_id_out']
[7007, 'incorrect_active_warp', '1f', 71516, 'fetch.warp_id_out']
[7056, 'incorrect_active_warp', '01', 71686, 'fetch.warp_id_out']
[7057, 'incorrect_active_warp', '01', 71686, 'fetch.warp_id_out']
[7058, 'incorrect_active_warp', '02', 71686, 'fetch.warp_id_out']
[7059, 'incorrect_active_warp', '02', 71686, 'fetch.warp_id_out']
[7060, 'incorrect_active_warp', '04', 71686, 'fetch.warp_id_out']
[7061, 'incorrect_active_warp', '08', 71686, 'fetch.warp_id_out']
[7062, 'incorrect_active_warp', '10', 71686, 'fetch.warp_id_out']
[7075, 'incorrect_active_warp', '01', 71696, 'fetch.warp_id_out']
[7076, 'incorrect_active_warp', '02', 71696, 'fetch.warp_id_out']
[7077, 'incorrect_active_warp', '04', 71696, 'fetch.warp_id_out']
[7078, 'incorrect_active_warp', '08', 71696, 'fetch.warp_id_out']
[7079, 'incorrect_active_warp', '10', 71696, 'fetch.warp_id_out']
[7083, 'incorrect_active_warp', '01', 71706, 'fetch.warp_id_out']
[7085, 'incorrect_active_warp', '02', 71916, 'fetch.warp_id_out']
[7087, 'incorrect_active_warp', '04', 72336, 'fetch.warp_id_out']
[7089, 'incorrect_active_warp', '08', 73176, 'fetch.warp_id_out']
[7091, 'incorrect_active_warp', '10', 74856, 'fetch.warp_id_out']
[7630, 'incorrect_active_threads', '00000008', 78210, 'fetch.current_mask_out']
[7631, 'incorrect_active_threads', '00000008', 78210, 'fetch.current_mask_out']
[7632, 'incorrect_active_threads', '00000008', 78210, 'fetch.current_mask_out']
[7633, 'incorrect_active_threads', '00000004', 78210, 'fetch.current_mask_out']
[7634, 'incorrect_active_threads', '00000004', 78210, 'fetch.current_mask_out']
[7635, 'incorrect_active_threads', '00000004', 78210, 'fetch.current_mask_out']
[7636, 'incorrect_active_threads', '00000002', 78210, 'fetch.current_mask_out']
[7637, 'incorrect_active_threads', '00000002', 78210, 'fetch.current_mask_out']
[7638, 'incorrect_active_threads', '00000001', 78210, 'fetch.current_mask_out']
[7639, 'incorrect_active_threads', '00000001', 78210, 'fetch.current_mask_out']
[7640, 'incorrect_active_threads', '00000001', 78210, 'fetch.current_mask_out']
[7641, 'incorrect_active_threads', '00000080', 78210, 'fetch.current_mask_out']
[7642, 'incorrect_active_threads', '00000080', 78210, 'fetch.current_mask_out']
[7643, 'incorrect_active_threads', '00000080', 78210, 'fetch.current_mask_out']
[7644, 'incorrect_active_threads', '00000040', 78210, 'fetch.current_mask_out']
[7645, 'incorrect_active_threads', '00000040', 78210, 'fetch.current_mask_out']
[7646, 'incorrect_active_threads', '00000020', 78210, 'fetch.current_mask_out']
[7647, 'incorrect_active_threads', '00000020', 78210, 'fetch.current_mask_out']
[7648, 'incorrect_active_threads', '00000020', 78210, 'fetch.current_mask_out']
[7649, 'incorrect_active_threads', '00000010', 78210, 'fetch.current_mask_out']
[7650, 'incorrect_active_threads', '00000010', 78210, 'fetch.current_mask_out']
[7651, 'incorrect_active_threads', '00000010', 78210, 'fetch.current_mask_out']
[7652, 'incorrect_active_threads', '00000800', 78210, 'fetch.current_mask_out']
[7653, 'incorrect_active_threads', '00000800', 78210, 'fetch.current_mask_out']
[7654, 'incorrect_active_threads', '00000800', 78210, 'fetch.current_mask_out']
[7655, 'incorrect_active_threads', '00000400', 78210, 'fetch.current_mask_out']
[7656, 'incorrect_active_threads', '00000400', 78210, 'fetch.current_mask_out']
[7657, 'incorrect_active_threads', '00000400', 78210, 'fetch.current_mask_out']
[7658, 'incorrect_active_threads', '00000200', 78210, 'fetch.current_mask_out']
[7659, 'incorrect_active_threads', '00000200', 78210, 'fetch.current_mask_out']
[7660, 'incorrect_active_threads', '00000200', 78210, 'fetch.current_mask_out']
[7661, 'incorrect_active_threads', '00000100', 78210, 'fetch.current_mask_out']
[7662, 'incorrect_active_threads', '00000100', 78210, 'fetch.current_mask_out']
[7663, 'incorrect_active_threads', '00008000', 78210, 'fetch.current_mask_out']
[7664, 'incorrect_active_threads', '00008000', 78210, 'fetch.current_mask_out']
[7665, 'incorrect_active_threads', '00004000', 78210, 'fetch.current_mask_out']
[7666, 'incorrect_active_threads', '00004000', 78210, 'fetch.current_mask_out']
[7667, 'incorrect_active_threads', '00004000', 78210, 'fetch.current_mask_out']
[7668, 'incorrect_active_threads', '00002000', 78210, 'fetch.current_mask_out']
[7669, 'incorrect_active_threads', '00002000', 78210, 'fetch.current_mask_out']
[7670, 'incorrect_active_threads', '00002000', 78210, 'fetch.current_mask_out']
[7671, 'incorrect_active_threads', '00001000', 78210, 'fetch.current_mask_out']
[7672, 'incorrect_active_threads', '00001000', 78210, 'fetch.current_mask_out']
[7673, 'incorrect_active_threads', '00001000', 78210, 'fetch.current_mask_out']
[7674, 'incorrect_active_threads', '00080000', 78210, 'fetch.current_mask_out']
[7675, 'incorrect_active_threads', '00080000', 78210, 'fetch.current_mask_out']
[7676, 'incorrect_active_threads', '00040000', 78210, 'fetch.current_mask_out']
[7677, 'incorrect_active_threads', '00040000', 78210, 'fetch.current_mask_out']
[7678, 'incorrect_active_threads', '00040000', 78210, 'fetch.current_mask_out']
[7679, 'incorrect_active_threads', '00020000', 78210, 'fetch.current_mask_out']
[7680, 'incorrect_active_threads', '00020000', 78210, 'fetch.current_mask_out']
[7681, 'incorrect_active_threads', '00020000', 78210, 'fetch.current_mask_out']
[7682, 'incorrect_active_threads', '00010000', 78210, 'fetch.current_mask_out']
[7683, 'incorrect_active_threads', '00010000', 78210, 'fetch.current_mask_out']
[7684, 'incorrect_active_threads', '00800000', 78210, 'fetch.current_mask_out']
[7685, 'incorrect_active_threads', '00800000', 78210, 'fetch.current_mask_out']
[7686, 'incorrect_active_threads', '00800000', 78210, 'fetch.current_mask_out']
[7687, 'incorrect_active_threads', '00400000', 78210, 'fetch.current_mask_out']
[7688, 'incorrect_active_threads', '00400000', 78210, 'fetch.current_mask_out']
[7689, 'incorrect_active_threads', '00200000', 78210, 'fetch.current_mask_out']
[7690, 'incorrect_active_threads', '00200000', 78210, 'fetch.current_mask_out']
[7691, 'incorrect_active_threads', '00200000', 78210, 'fetch.current_mask_out']
[7692, 'incorrect_active_threads', '00100000', 78210, 'fetch.current_mask_out']
[7693, 'incorrect_active_threads', '00100000', 78210, 'fetch.current_mask_out']
[7694, 'incorrect_active_threads', '00100000', 78210, 'fetch.current_mask_out']
[7695, 'incorrect_active_threads', '08000000', 78210, 'fetch.current_mask_out']
[7696, 'incorrect_active_threads', '08000000', 78210, 'fetch.current_mask_out']
[7697, 'incorrect_active_threads', '04000000', 78210, 'fetch.current_mask_out']
[7698, 'incorrect_active_threads', '04000000', 78210, 'fetch.current_mask_out']
[7699, 'incorrect_active_threads', '04000000', 78210, 'fetch.current_mask_out']
[7700, 'incorrect_active_threads', '02000000', 78210, 'fetch.current_mask_out']
[7701, 'incorrect_active_threads', '02000000', 78210, 'fetch.current_mask_out']
[7702, 'incorrect_active_threads', '02000000', 78210, 'fetch.current_mask_out']
[7703, 'incorrect_active_threads', '01000000', 78210, 'fetch.current_mask_out']
[7704, 'incorrect_active_threads', '01000000', 78210, 'fetch.current_mask_out']
[7705, 'incorrect_active_threads', '01000000', 78210, 'fetch.current_mask_out']
[7706, 'incorrect_active_threads', '80000000', 78210, 'fetch.current_mask_out']
[7707, 'incorrect_active_threads', '80000000', 78210, 'fetch.current_mask_out']
[7708, 'incorrect_active_threads', '80000000', 78210, 'fetch.current_mask_out']
[7709, 'incorrect_active_threads', '40000000', 78210, 'fetch.current_mask_out']
[7710, 'incorrect_active_threads', '40000000', 78210, 'fetch.current_mask_out']
[7711, 'incorrect_active_threads', '40000000', 78210, 'fetch.current_mask_out']
[7712, 'incorrect_active_threads', '20000000', 78210, 'fetch.current_mask_out']
[7713, 'incorrect_active_threads', '20000000', 78210, 'fetch.current_mask_out']
[7714, 'incorrect_active_threads', '20000000', 78210, 'fetch.current_mask_out']
[7715, 'incorrect_active_threads', '10000000', 78210, 'fetch.current_mask_out']
[7716, 'incorrect_active_threads', '10000000', 78210, 'fetch.current_mask_out']
[7717, 'incorrect_active_threads', '10000000', 78210, 'fetch.current_mask_out']
[7810, 'incorrect_active_CTA(block)', '1', 78210, 'fetch.cta_id_out']
[7811, 'incorrect_active_CTA(block)', '1', 78210, 'fetch.cta_id_out']
[7812, 'incorrect_active_CTA(block)', '2', 78210, 'fetch.cta_id_out']
[7813, 'incorrect_active_CTA(block)', '2', 78210, 'fetch.cta_id_out']
[7814, 'incorrect_active_CTA(block)', '4', 78210, 'fetch.cta_id_out']
[7815, 'incorrect_active_CTA(block)', '8', 78210, 'fetch.cta_id_out']
[7816, 'incorrect_active_CTA(block)', '8', 78210, 'fetch.cta_id_out']
[7817, 'incorrect_active_line', '1', 78210, 'fetch.warp_lane_id_out']
[7818, 'incorrect_active_line', '1', 78210, 'fetch.warp_lane_id_out']
[7819, 'incorrect_active_line', '2', 78210, 'fetch.warp_lane_id_out']
[7820, 'incorrect_active_line', '2', 78210, 'fetch.warp_lane_id_out']
[7821, 'incorrect_active_threads', 'd088c1ce', 78210, 'fetch.current_mask_out']
[7821, 'incorrect_active_warp', '0a', 78210, 'fetch.warp_id_out']
[7822, 'incorrect_active_warp', '08', 78210, 'fetch.warp_id_out']
[7823, 'incorrect_active_warp', '08', 78210, 'fetch.warp_id_out']
[7824, 'incorrect_active_threads', '01360820', 78210, 'fetch.current_mask_out']
[7824, 'incorrect_active_warp', '05', 78210, 'fetch.warp_id_out']
[7825, 'incorrect_active_warp', '04', 78210, 'fetch.warp_id_out']
[7826, 'incorrect_active_warp', '04', 78210, 'fetch.warp_id_out']
[7827, 'incorrect_active_warp', '04', 78210, 'fetch.warp_id_out']
[7828, 'incorrect_active_warp', '02', 78210, 'fetch.warp_id_out']
[7829, 'incorrect_active_warp', '02', 78210, 'fetch.warp_id_out']
[7830, 'incorrect_active_warp', '02', 78210, 'fetch.warp_id_out']
[7831, 'incorrect_active_warp', '01', 78210, 'fetch.warp_id_out']
[7832, 'incorrect_active_warp', '01', 78210, 'fetch.warp_id_out']
[7833, 'incorrect_active_warp', '01', 78210, 'fetch.warp_id_out']
[7834, 'incorrect_active_warp', '10', 78210, 'fetch.warp_id_out']
[7835, 'incorrect_active_warp', '10', 78210, 'fetch.warp_id_out']
[7836, 'incorrect_active_warp', '10', 78210, 'fetch.warp_id_out']
[7837, 'incorrect_active_threads', 'b0651098', 78210, 'fetch.current_mask_out']
[7837, 'incorrect_active_warp', '18', 78210, 'fetch.warp_id_out']
[7847, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7847, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7848, 'incorrect_active_warp', '1e', 78210, 'fetch.warp_id_out']
[7852, 'incorrect_active_threads', '2e413611', 78210, 'fetch.current_mask_out']
[7852, 'incorrect_active_warp', '10', 78210, 'fetch.warp_id_out']
[7853, 'incorrect_active_threads', 'd163464e', 78210, 'fetch.current_mask_out']
[7853, 'incorrect_active_warp', '15', 78210, 'fetch.warp_id_out']
[7923, 'incorrect_active_threads', '2e9cb9b1', 78210, 'fetch.current_mask_out']
[7923, 'incorrect_active_warp', '0a', 78210, 'fetch.warp_id_out']
[7933, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7933, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7934, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7934, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7935, 'incorrect_active_warp', '1e', 78210, 'fetch.warp_id_out']
[7939, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7939, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7953, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7953, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7958, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7958, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7959, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7959, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7960, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7960, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7961, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7961, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7964, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7964, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[7965, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[7965, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[8004, 'incorrect_active_threads', 'ffffffff', 78210, 'fetch.current_mask_out']
[8004, 'incorrect_active_warp', '1f', 78210, 'fetch.warp_id_out']
[8062, 'incorrect_active_warp', '1f', 78216, 'fetch.warp_id_out']
[8079, 'incorrect_active_warp', '1f', 78246, 'fetch.warp_id_out']
[8246, 'incorrect_active_warp', '01', 78406, 'fetch.warp_id_out']
[8247, 'incorrect_active_warp', '01', 78406, 'fetch.warp_id_out']
[8248, 'incorrect_active_warp', '02', 78406, 'fetch.warp_id_out']
[8249, 'incorrect_active_warp', '02', 78406, 'fetch.warp_id_out']
[8250, 'incorrect_active_warp', '04', 78406, 'fetch.warp_id_out']
[8251, 'incorrect_active_warp', '08', 78406, 'fetch.warp_id_out']
[8252, 'incorrect_active_warp', '10', 78406, 'fetch.warp_id_out']
[8285, 'incorrect_active_warp', '01', 78416, 'fetch.warp_id_out']
[8286, 'incorrect_active_warp', '02', 78416, 'fetch.warp_id_out']
[8287, 'incorrect_active_warp', '04', 78416, 'fetch.warp_id_out']
[8288, 'incorrect_active_warp', '08', 78416, 'fetch.warp_id_out']
[8289, 'incorrect_active_warp', '10', 78416, 'fetch.warp_id_out']
[8293, 'incorrect_active_warp', '01', 78426, 'fetch.warp_id_out']
[8302, 'incorrect_active_warp', '02', 78636, 'fetch.warp_id_out']
[8304, 'incorrect_active_warp', '04', 83716, 'fetch.warp_id_out']
[8306, 'incorrect_active_warp', '08', 93876, 'fetch.warp_id_out']
[8308, 'incorrect_active_warp', '10', 114196, 'fetch.warp_id_out']
[8870, 'incorrect_active_threads', '00000008', 154830, 'fetch.current_mask_out']
[8871, 'incorrect_active_threads', '00000008', 154830, 'fetch.current_mask_out']
[8872, 'incorrect_active_threads', '00000008', 154830, 'fetch.current_mask_out']
[8873, 'incorrect_active_threads', '00000004', 154830, 'fetch.current_mask_out']
[8874, 'incorrect_active_threads', '00000004', 154830, 'fetch.current_mask_out']
[8875, 'incorrect_active_threads', '00000004', 154830, 'fetch.current_mask_out']
[8876, 'incorrect_active_threads', '00000002', 154830, 'fetch.current_mask_out']
[8877, 'incorrect_active_threads', '00000002', 154830, 'fetch.current_mask_out']
[8878, 'incorrect_active_threads', '00000001', 154830, 'fetch.current_mask_out']
[8879, 'incorrect_active_threads', '00000001', 154830, 'fetch.current_mask_out']
[8880, 'incorrect_active_threads', '00000001', 154830, 'fetch.current_mask_out']
[8881, 'incorrect_active_threads', '00000080', 154830, 'fetch.current_mask_out']
[8882, 'incorrect_active_threads', '00000080', 154830, 'fetch.current_mask_out']
[8883, 'incorrect_active_threads', '00000080', 154830, 'fetch.current_mask_out']
[8884, 'incorrect_active_threads', '00000040', 154830, 'fetch.current_mask_out']
[8885, 'incorrect_active_threads', '00000040', 154830, 'fetch.current_mask_out']
[8886, 'incorrect_active_threads', '00000020', 154830, 'fetch.current_mask_out']
[8887, 'incorrect_active_threads', '00000020', 154830, 'fetch.current_mask_out']
[8888, 'incorrect_active_threads', '00000020', 154830, 'fetch.current_mask_out']
[8889, 'incorrect_active_threads', '00000010', 154830, 'fetch.current_mask_out']
[8890, 'incorrect_active_threads', '00000010', 154830, 'fetch.current_mask_out']
[8891, 'incorrect_active_threads', '00000010', 154830, 'fetch.current_mask_out']
[8892, 'incorrect_active_threads', '00000800', 154830, 'fetch.current_mask_out']
[8893, 'incorrect_active_threads', '00000800', 154830, 'fetch.current_mask_out']
[8894, 'incorrect_active_threads', '00000800', 154830, 'fetch.current_mask_out']
[8895, 'incorrect_active_threads', '00000400', 154830, 'fetch.current_mask_out']
[8896, 'incorrect_active_threads', '00000400', 154830, 'fetch.current_mask_out']
[8897, 'incorrect_active_threads', '00000400', 154830, 'fetch.current_mask_out']
[8898, 'incorrect_active_threads', '00000200', 154830, 'fetch.current_mask_out']
[8899, 'incorrect_active_threads', '00000200', 154830, 'fetch.current_mask_out']
[8900, 'incorrect_active_threads', '00000200', 154830, 'fetch.current_mask_out']
[8901, 'incorrect_active_threads', '00000100', 154830, 'fetch.current_mask_out']
[8902, 'incorrect_active_threads', '00000100', 154830, 'fetch.current_mask_out']
[8903, 'incorrect_active_threads', '00008000', 154830, 'fetch.current_mask_out']
[8904, 'incorrect_active_threads', '00008000', 154830, 'fetch.current_mask_out']
[8905, 'incorrect_active_threads', '00004000', 154830, 'fetch.current_mask_out']
[8906, 'incorrect_active_threads', '00004000', 154830, 'fetch.current_mask_out']
[8907, 'incorrect_active_threads', '00004000', 154830, 'fetch.current_mask_out']
[8908, 'incorrect_active_threads', '00002000', 154830, 'fetch.current_mask_out']
[8909, 'incorrect_active_threads', '00002000', 154830, 'fetch.current_mask_out']
[8910, 'incorrect_active_threads', '00002000', 154830, 'fetch.current_mask_out']
[8911, 'incorrect_active_threads', '00001000', 154830, 'fetch.current_mask_out']
[8912, 'incorrect_active_threads', '00001000', 154830, 'fetch.current_mask_out']
[8913, 'incorrect_active_threads', '00001000', 154830, 'fetch.current_mask_out']
[8914, 'incorrect_active_threads', '00080000', 154830, 'fetch.current_mask_out']
[8915, 'incorrect_active_threads', '00080000', 154830, 'fetch.current_mask_out']
[8916, 'incorrect_active_threads', '00040000', 154830, 'fetch.current_mask_out']
[8917, 'incorrect_active_threads', '00040000', 154830, 'fetch.current_mask_out']
[8918, 'incorrect_active_threads', '00040000', 154830, 'fetch.current_mask_out']
[8919, 'incorrect_active_threads', '00020000', 154830, 'fetch.current_mask_out']
[8920, 'incorrect_active_threads', '00020000', 154830, 'fetch.current_mask_out']
[8921, 'incorrect_active_threads', '00020000', 154830, 'fetch.current_mask_out']
[8922, 'incorrect_active_threads', '00010000', 154830, 'fetch.current_mask_out']
[8923, 'incorrect_active_threads', '00010000', 154830, 'fetch.current_mask_out']
[8924, 'incorrect_active_threads', '00800000', 154830, 'fetch.current_mask_out']
[8925, 'incorrect_active_threads', '00800000', 154830, 'fetch.current_mask_out']
[8926, 'incorrect_active_threads', '00800000', 154830, 'fetch.current_mask_out']
[8927, 'incorrect_active_threads', '00400000', 154830, 'fetch.current_mask_out']
[8928, 'incorrect_active_threads', '00400000', 154830, 'fetch.current_mask_out']
[8929, 'incorrect_active_threads', '00200000', 154830, 'fetch.current_mask_out']
[8930, 'incorrect_active_threads', '00200000', 154830, 'fetch.current_mask_out']
[8931, 'incorrect_active_threads', '00200000', 154830, 'fetch.current_mask_out']
[8932, 'incorrect_active_threads', '00100000', 154830, 'fetch.current_mask_out']
[8933, 'incorrect_active_threads', '00100000', 154830, 'fetch.current_mask_out']
[8934, 'incorrect_active_threads', '00100000', 154830, 'fetch.current_mask_out']
[8935, 'incorrect_active_threads', '08000000', 154830, 'fetch.current_mask_out']
[8936, 'incorrect_active_threads', '08000000', 154830, 'fetch.current_mask_out']
[8937, 'incorrect_active_threads', '04000000', 154830, 'fetch.current_mask_out']
[8938, 'incorrect_active_threads', '04000000', 154830, 'fetch.current_mask_out']
[8939, 'incorrect_active_threads', '04000000', 154830, 'fetch.current_mask_out']
[8940, 'incorrect_active_threads', '02000000', 154830, 'fetch.current_mask_out']
[8941, 'incorrect_active_threads', '02000000', 154830, 'fetch.current_mask_out']
[8942, 'incorrect_active_threads', '02000000', 154830, 'fetch.current_mask_out']
[8943, 'incorrect_active_threads', '01000000', 154830, 'fetch.current_mask_out']
[8944, 'incorrect_active_threads', '01000000', 154830, 'fetch.current_mask_out']
[8945, 'incorrect_active_threads', '01000000', 154830, 'fetch.current_mask_out']
[8946, 'incorrect_active_threads', '80000000', 154830, 'fetch.current_mask_out']
[8947, 'incorrect_active_threads', '80000000', 154830, 'fetch.current_mask_out']
[8948, 'incorrect_active_threads', '80000000', 154830, 'fetch.current_mask_out']
[8949, 'incorrect_active_threads', '40000000', 154830, 'fetch.current_mask_out']
[8950, 'incorrect_active_threads', '40000000', 154830, 'fetch.current_mask_out']
[8951, 'incorrect_active_threads', '40000000', 154830, 'fetch.current_mask_out']
[8952, 'incorrect_active_threads', '20000000', 154830, 'fetch.current_mask_out']
[8953, 'incorrect_active_threads', '20000000', 154830, 'fetch.current_mask_out']
[8954, 'incorrect_active_threads', '20000000', 154830, 'fetch.current_mask_out']
[8955, 'incorrect_active_threads', '10000000', 154830, 'fetch.current_mask_out']
[8956, 'incorrect_active_threads', '10000000', 154830, 'fetch.current_mask_out']
[8957, 'incorrect_active_threads', '10000000', 154830, 'fetch.current_mask_out']
[9050, 'incorrect_active_CTA(block)', '1', 154830, 'fetch.cta_id_out']
[9051, 'incorrect_active_CTA(block)', '1', 154830, 'fetch.cta_id_out']
[9052, 'incorrect_active_CTA(block)', '2', 154830, 'fetch.cta_id_out']
[9053, 'incorrect_active_CTA(block)', '2', 154830, 'fetch.cta_id_out']
[9054, 'incorrect_active_CTA(block)', '4', 154830, 'fetch.cta_id_out']
[9055, 'incorrect_active_CTA(block)', '8', 154830, 'fetch.cta_id_out']
[9056, 'incorrect_active_CTA(block)', '8', 154830, 'fetch.cta_id_out']
[9057, 'incorrect_active_line', '1', 154830, 'fetch.warp_lane_id_out']
[9058, 'incorrect_active_line', '1', 154830, 'fetch.warp_lane_id_out']
[9059, 'incorrect_active_line', '2', 154830, 'fetch.warp_lane_id_out']
[9060, 'incorrect_active_line', '2', 154830, 'fetch.warp_lane_id_out']
[9061, 'incorrect_active_threads', 'd088c1ce', 154830, 'fetch.current_mask_out']
[9061, 'incorrect_active_warp', '0a', 154830, 'fetch.warp_id_out']
[9062, 'incorrect_active_warp', '08', 154830, 'fetch.warp_id_out']
[9063, 'incorrect_active_warp', '08', 154830, 'fetch.warp_id_out']
[9064, 'incorrect_active_threads', '01360820', 154830, 'fetch.current_mask_out']
[9064, 'incorrect_active_warp', '05', 154830, 'fetch.warp_id_out']
[9065, 'incorrect_active_warp', '04', 154830, 'fetch.warp_id_out']
[9066, 'incorrect_active_warp', '04', 154830, 'fetch.warp_id_out']
[9067, 'incorrect_active_warp', '04', 154830, 'fetch.warp_id_out']
[9068, 'incorrect_active_warp', '02', 154830, 'fetch.warp_id_out']
[9069, 'incorrect_active_warp', '02', 154830, 'fetch.warp_id_out']
[9070, 'incorrect_active_warp', '02', 154830, 'fetch.warp_id_out']
[9071, 'incorrect_active_warp', '01', 154830, 'fetch.warp_id_out']
[9072, 'incorrect_active_warp', '01', 154830, 'fetch.warp_id_out']
[9073, 'incorrect_active_warp', '01', 154830, 'fetch.warp_id_out']
[9074, 'incorrect_active_warp', '10', 154830, 'fetch.warp_id_out']
[9075, 'incorrect_active_warp', '10', 154830, 'fetch.warp_id_out']
[9076, 'incorrect_active_warp', '10', 154830, 'fetch.warp_id_out']
[9077, 'incorrect_active_threads', 'b0651098', 154830, 'fetch.current_mask_out']
[9077, 'incorrect_active_warp', '18', 154830, 'fetch.warp_id_out']
[9087, 'incorrect_active_threads', 'ffffffff', 154830, 'fetch.current_mask_out']
[9087, 'incorrect_active_warp', '1f', 154830, 'fetch.warp_id_out']
[9088, 'incorrect_active_threads', 'ffffffff', 154830, 'fetch.current_mask_out']
[9088, 'incorrect_active_warp', '1f', 154830, 'fetch.warp_id_out']
[9089, 'incorrect_active_threads', 'ffffffff', 154830, 'fetch.current_mask_out']
[9089, 'incorrect_active_warp', '1f', 154830, 'fetch.warp_id_out']
[9090, 'incorrect_active_warp', '1e', 154830, 'fetch.warp_id_out']
[9094, 'incorrect_active_threads', '2e413611', 154830, 'fetch.current_mask_out']
[9094, 'incorrect_active_warp', '10', 154830, 'fetch.warp_id_out']
[9095, 'incorrect_active_threads', 'd163464e', 154830, 'fetch.current_mask_out']
[9095, 'incorrect_active_warp', '15', 154830, 'fetch.warp_id_out']
[9165, 'incorrect_active_threads', '2e9cb9b1', 154830, 'fetch.current_mask_out']
[9165, 'incorrect_active_warp', '0a', 154830, 'fetch.warp_id_out']
